latitude,longitude
41.387506770736394,2.1786078619522757
41.40888621158034,2.1855453256058017
41.404196784819064,2.1730577177402504
41.4056041572247,2.19820512273065
41.40145195404779,2.156446514416526
41.41096940955444,2.1707012064871583
41.410900426326464,2.1708189126808017
41.387305807180255,2.159071821611301
41.40949767562464,2.1593760044263988
41.409282448808995,2.1611176368188154
41.404635812260686,2.169537931472452
41.395757583681075,2.1743191844527967
41.3791695359138,2.1755459205559347
41.390292371929434,2.1526776655400943
41.390584087316824,2.151896791679498
41.39146706179137,2.1511848274650394
41.39075231772431,2.1507170864108045
41.37906404797985,2.191414374177489
41.39559668113324,2.167606582682667
41.40470596794909,2.170120076942332
41.38776152188562,2.1778245041531954
41.373151109271184,2.1664006033038836
41.40630655659375,2.1694475567849967
41.39820673239579,2.1796556814819024
41.410990047567786,2.1811883117959634
41.3890083942644,2.1655162637312255
41.38322098271626,2.182339750582178
41.39161026378198,2.150890219232701
41.38071988862891,2.1781089116350247
41.378284332844,2.1708049698328726
41.41836809465224,2.134191605761801
41.39740375606598,2.1768202149260754
41.390379533157926,2.1760633161656253
41.38321382191084,2.1665595978773897
41.39837413386731,2.206234352358284
41.38422257403041,2.1670092261839797
41.378952758332716,2.1740599950640678
41.37196340924213,2.1638551485993394
41.37496458847168,2.1460610815984635
41.40506469617693,2.1708111675811006
41.39107682312345,2.1652094808037186
41.371628661781926,2.165909957230637
41.37335457871332,2.1616515002562258
41.38255015926335,2.1683645964737943
41.40438521139062,2.1777725489748527
41.40825078107806,2.187291430812988
41.404765167219985,2.2026395972562574
41.38227283723164,2.161409856559936
41.37815338278758,2.16894289793616
41.39376507480906,2.1795035757482255
41.38520192060267,2.1690216966184224
41.405846520191176,2.1688797820240775
41.38389725862773,2.180114760948354
41.40905670582747,2.165385047170188
41.379833413531514,2.1924938520602577
41.39118864860903,2.1564145967314827
41.42864338347722,2.091585894684503
41.40270427632093,2.1672528664114448
41.403682466595946,2.1666413679936958
41.402506569044725,2.165076616742391
41.38044712765654,2.1792852211714826
41.40549146497496,2.1736825794362904
41.39418058837811,2.174742925243356
41.40745469653141,2.1740073609983974
41.39872974515415,2.155039610797118
41.40592802800319,2.1757472508706894
41.379692061280274,2.1653179757634784
41.39738256021417,2.183982431695755
41.382969652417174,2.170671888466095
41.42273456091863,2.1861410820711074
41.37242433368646,2.136366432857283
41.406459515690884,2.212821363041517
41.39841477453677,2.206129782666205
41.37260390556262,2.1667021558149333
41.38845967335021,2.123508020962989
41.40764287929108,2.1757291518741946
41.382255182832004,2.1589821922580024
41.423182123991445,2.1750076843646484
41.3969789555538,2.1838011226541036
41.37799356021512,2.1728071191749514
41.39106009779585,2.150897996236132
41.38416168897486,2.136355063060227
41.40532139365592,2.17427032234022
41.39105505291397,2.1766222340885806
41.38673215971612,2.1838729207995016
41.383405042584464,2.1725675806282787
41.400986833406456,2.162938708897512
41.406957729672676,2.1871118600746784
41.40827856720117,2.186221468007446
41.38429914675165,2.167994309765031
41.406161167910774,2.174231224132553
41.43350853622074,2.1942448838231927
41.434840080792824,2.1923428762975448
41.37150747355048,2.1360673629073124
41.39847183577318,2.164521356519846
41.40846329611523,2.204201902092505
41.38058902746083,2.168827387112863
41.382814852261205,2.181483413064863
41.40671270041131,2.167166934078426
41.41076268295587,2.1907801598406857
41.393260943071425,2.1738562825130314
41.38179793469843,2.165271754648658
41.3936751292841,2.1761417972119377
41.39008751231269,2.125875092172398
41.38471834897771,2.181491011573481
41.43845863273225,2.1555964908539478
41.41431499414094,2.21686335273105
41.41025789128281,2.1562282543929734
41.38796340501742,2.1594557449096383
41.406254340332055,2.1751178825377435
41.37933964199171,2.178311824115141
41.40735423271037,2.212936860449871
41.39690080056526,2.1823009169928347
41.383362640262256,2.158530305267757
41.38477222952187,2.183575993144108
41.38801972713803,2.1730056353958043
41.39839506071554,2.1580096553738692
41.37405992960096,2.1652367579927003
41.38743389847711,2.1784701196517386
41.41057510913004,2.173890329335703
41.37885833780093,2.1688392668437295
41.39894687408239,2.1574220753256372
41.443164349207194,2.1879074823792375
41.38771439698752,2.1763033210690126
41.41299665211383,2.158998460851589
41.38817670616011,2.1757101702169543
41.37171232025432,2.1641241475780943
41.384841789072844,2.1779576682072954
41.39764644799466,2.2073945580085597
41.41010688115775,2.1618174654588658
41.38046518957119,2.167979714437648
41.38492532791035,2.1724543974944153
41.39745423310354,2.154899238819255
41.374663778211186,2.13028536676461
41.39918230591653,2.175195416989798
41.39895433781209,2.1829982054759345
41.405708793105795,2.175052108017292
41.38622229231327,2.181313730789076
41.39607108019599,2.1453362300064334
41.38294958518788,2.187913998717894
41.38563844725284,2.1438212999690496
41.3873161781812,2.173671219544529
41.389567425654896,2.1624950692127753
41.4153067546494,2.2006891340970673
41.41446009831035,2.139450541291977
41.376540486553225,2.1738452302632076
41.38064780408179,2.176288659889393
41.38406281369202,2.1792570659374064
41.38216736974197,2.163744984406694
41.38693324617819,2.159236609368195
41.39808515891941,2.1583883255249
41.401699695694035,2.1682116074444004
41.4063287508606,2.1700466684292654
41.38618266967478,2.1720524730941033
41.4124152873847,2.176239653183137
41.39699635365167,2.172293412819324
41.37706652626919,2.187872900906499
41.39794663569296,2.181347223788778
41.379003537416516,2.1832685507794873
41.399399317738265,2.180213343963783
41.39389949834166,2.171539186721286
41.39288310327069,2.1698691904876024
41.37687403743666,2.1497931213068013
41.403381520912,2.1768521661002818
41.384660156154446,2.180001899114807
41.38210350351128,2.1640012669407978
41.385867760060165,2.1648451044440846
41.402793752201475,2.1661166967555934
41.38237209592193,2.1576861350299636
41.3770419811442,2.1578248958243815
41.39052975675623,2.157938770965757
41.3891713089566,2.1684438633094483
41.391088118823596,2.1682094732200508
41.38294248092617,2.1572830472671094
41.39240210706577,2.1231418807966023
41.37959604590676,2.1735244036450734
41.38191313662366,2.171401385488505
41.40098467675873,2.1608537391778695
41.42026682459485,2.1487289205448974
41.39019736474401,2.1667365848603635
41.378894432759324,2.1731405067952285
41.39110933471866,2.1667701017205254
41.39316111618392,2.1655873130720726
41.38033932732937,2.15823096128782
41.39120739615286,2.1866475354859727
41.40033750424132,2.1830015044369064
41.387642568151996,2.1978275373753853
41.38790583375997,2.150640761553994
41.381780779837435,2.174632710038539
41.38295993846727,2.1741142406115164
41.383728793881524,2.1741186725512023
41.38292266074779,2.1742157390533343
41.37831730233922,2.1527900347838154
41.41087199634061,2.176443184927765
41.40771327843394,2.159874890876633
41.3829534038103,2.174840595892582
41.373360422612784,2.1699726089822673
41.385191643124514,2.161048736670333
41.40415189120359,2.212969139064492
41.376685677190665,2.1653231106262947
41.416959740415535,2.178115448105491
41.392531386778074,2.1588833172688306
41.40577117579789,2.1732411948227295
41.41898558079289,2.1777909094972583
41.41850546682022,2.1795425949659952
41.400484635133644,2.1579969652645454
41.3718594431071,2.168032435366937
41.406575309434366,2.175493679482181
41.37966033563786,2.175074850963481
41.39308801748607,2.1673790179288406
41.38295502269454,2.1627543275802994
41.39074278115514,2.1730602092823776
41.3983058164785,2.1717409291143914
41.378497299219774,2.161321278307359
41.401204931569005,2.181392389815504
